cell_x,cell_y,time_step,zscore,pvalue
2,0,8,3.93,7.21E+02
2,1,8,3.934,7.22E+02
2,2,8,3.93,7.23E+02
2,3,8,3.997,7.24E+02
2,4,8,3.934,7.25E+02
2,5,8,3.989,7.26E+02
2,6,8,3.982,7.27E+02
2,7,8,3.947,7.28E+02
2,8,8,3.96,7.29E+02
2,9,8,3.944,7.30E+02
3,0,8,3.929,7.31E+02
3,1,8,3.992,7.32E+02
3,2,8,3.965,7.33E+02
3,3,8,3.943,7.34E+02
3,4,8,3.976,7.35E+02
3,5,8,3.978,7.36E+02
3,6,8,3.92,7.37E+02
3,7,8,3.938,7.38E+02
3,8,8,3.983,7.39E+02
3,9,8,3.991,7.40E+02
4,0,8,3.944,7.41E+02
4,1,8,3.921,7.42E+02
4,2,8,3.952,7.43E+02
4,3,8,3.959,7.44E+02
4,4,8,3.996,7.45E+02
4,5,8,3.986,7.46E+02
4,6,8,3.952,7.47E+02
4,7,8,3.949,7.48E+02
4,8,8,3.979,7.49E+02
4,9,8,3.988,7.50E+02
5,0,8,3.99,7.51E+02
5,1,8,3.925,7.52E+02
5,2,8,3.977,7.53E+02
5,3,8,3.976,7.54E+02
5,4,8,3.982,7.55E+02
5,5,8,3.929,7.56E+02
5,6,8,3.983,7.57E+02
5,7,8,3.92,7.58E+02
5,8,8,3.928,7.59E+02
5,9,8,3.94,7.60E+02
6,0,8,3.999,7.61E+02
6,1,8,3.946,7.62E+02
6,2,8,3.933,7.63E+02
6,3,8,3.966,7.64E+02
6,4,8,3.974,7.65E+02
6,5,8,3.997,7.66E+02
6,6,8,3.983,7.67E+02
6,7,8,3.953,7.68E+02
6,8,8,3.973,7.69E+02
6,9,8,3.988,7.70E+02
7,0,8,3.923,7.71E+02
7,1,8,3.994,7.72E+02
7,2,8,3.962,7.73E+02
7,3,8,3.927,7.74E+02
7,4,8,3.992,7.75E+02
7,5,8,3.935,7.76E+02
7,6,8,3.945,7.77E+02
7,7,8,3.934,7.78E+02
7,8,8,3.924,7.79E+02
7,9,8,3.943,7.80E+02
8,0,8,3.95,7.81E+02
8,1,8,3.963,7.82E+02
8,2,8,3.928,7.83E+02
8,3,8,3.974,7.84E+02
8,4,8,3.992,7.85E+02
8,5,8,3.961,7.86E+02
8,6,8,3.942,7.87E+02
8,7,8,3.935,7.88E+02
8,8,8,3.92,7.89E+02
8,9,8,3.93,7.90E+02
9,0,8,3.923,7.91E+02
9,1,8,3.995,7.92E+02
9,2,8,3.964,7.93E+02
9,3,8,3.93,7.94E+02
9,4,8,3.948,7.95E+02
9,5,8,3.987,7.96E+02
9,6,8,3.959,7.97E+02
9,7,8,3.94,7.98E+02
9,8,8,3.941,7.99E+02
9,9,8,3.927,8.00E+02
0,0,9,3.957,8.01E+02
0,1,9,3.931,8.02E+02
0,2,9,3.974,8.03E+02
0,3,9,3.952,8.04E+02
0,4,9,3.951,8.05E+02
0,5,9,3.993,8.06E+02
0,6,9,3.968,8.07E+02
0,7,9,3.934,8.08E+02
0,8,9,3.949,8.09E+02
0,9,9,3.936,8.10E+02
1,0,9,3.954,8.11E+02
1,1,9,3.927,8.12E+02
1,2,9,3.931,8.13E+02
1,3,9,3.954,8.14E+02
1,4,9,3.93,8.15E+02
1,5,9,3.958,8.16E+02
1,6,9,3.993,8.17E+02
1,7,9,3.991,8.18E+02
1,8,9,3.998,8.19E+02
1,9,9,3.969,8.20E+02
2,0,9,3.998,8.21E+02
2,1,9,3.99,8.22E+02
2,2,9,3.993,8.23E+02
2,3,9,3.959,8.24E+02
2,4,9,3.965,8.25E+02
2,5,9,3.928,8.26E+02
2,6,9,3.974,8.27E+02
2,7,9,3.997,8.28E+02
2,8,9,3.991,8.29E+02
2,9,9,3.935,8.30E+02
3,0,9,3.925,8.31E+02
3,1,9,3.954,8.32E+02
3,2,9,3.933,8.33E+02
3,3,9,3.956,8.34E+02
3,4,9,3.947,8.35E+02
3,5,9,3.983,8.36E+02
3,6,9,3.941,8.37E+02
3,7,9,3.945,8.38E+02
3,8,9,3.963,8.39E+02
3,9,9,3.935,8.40E+02
4,0,9,3.964,8.41E+02
4,1,9,3.922,8.42E+02
4,2,9,3.929,8.43E+02
4,3,9,3.965,8.44E+02
4,4,9,3.988,8.45E+02
4,5,9,3.932,8.46E+02
4,6,9,3.927,8.47E+02
4,7,9,3.99,8.48E+02
4,8,9,3.954,8.49E+02
4,9,9,3.947,8.50E+02
5,0,9,3.939,8.51E+02
5,1,9,3.961,8.52E+02
5,2,9,3.945,8.53E+02
5,3,9,3.987,8.54E+02
5,4,9,3.982,8.55E+02
5,5,9,3.927,8.56E+02
5,6,9,3.966,8.57E+02
5,7,9,3.959,8.58E+02
5,8,9,3.922,8.59E+02
5,9,9,3.982,8.60E+02
6,0,9,3.994,8.61E+02
6,1,9,3.945,8.62E+02
6,2,9,3.987,8.63E+02
6,3,9,3.971,8.64E+02
6,4,9,3.987,8.65E+02
6,5,9,3.938,8.66E+02
6,6,9,3.937,8.67E+02
6,7,9,3.995,8.68E+02
6,8,9,3.996,8.69E+02
6,9,9,3.986,8.70E+02
7,0,9,3.986,8.71E+02
7,1,9,3.926,8.72E+02
7,2,9,3.926,8.73E+02
7,3,9,3.932,8.74E+02
7,4,9,3.939,8.75E+02
7,5,9,3.989,8.76E+02
7,6,9,3.948,8.77E+02
7,7,9,3.988,8.78E+02
7,8,9,3.986,8.79E+02
7,9,9,3.982,8.80E+02
8,0,9,3.964,8.81E+02
8,1,9,3.984,8.82E+02
8,2,9,3.988,8.83E+02
8,3,9,3.97,8.84E+02
8,4,9,3.965,8.85E+02
8,5,9,3.978,8.86E+02
8,6,9,3.974,8.87E+02
8,7,9,3.947,8.88E+02
8,8,9,3.963,8.89E+02
8,9,9,3.926,8.90E+02
9,0,9,3.941,8.91E+02
9,1,9,3.952,8.92E+02
9,2,9,3.99,8.93E+02
9,3,9,3.944,8.94E+02
9,4,9,3.968,8.95E+02
9,5,9,3.932,8.96E+02
9,6,9,3.932,8.97E+02
9,7,9,3.936,8.98E+02
9,8,9,3.941,8.99E+02
9,9,9,3.988,9.00E+02
